#q 	 Iexp 	 Ifit_avg 	 Residuals_avg 	 Ifit_weightedavg 	 Residuals_weightedavg 
1.753810e-01 	1.353000e-05 	1.328734e-05 	1.651840e-01 	1.256956e-05 	6.537835e-01 
1.756810e-01 	1.011000e-05 	1.323079e-05 	-2.094536e+00 	1.252087e-05 	-1.618070e+00 
1.759800e-01 	1.088000e-05 	1.317439e-05 	-1.725764e+00 	1.247233e-05 	-1.197698e+00 
1.762800e-01 	1.110000e-05 	1.311815e-05 	-1.783893e+00 	1.242383e-05 	-1.170167e+00 
1.765790e-01 	1.369000e-05 	1.306207e-05 	3.573877e-01 	1.237558e-05 	7.481073e-01 
1.768790e-01 	9.290000e-06 	1.300619e-05 	-1.318924e+00 	1.232741e-05 	-1.078019e+00 
1.771790e-01 	1.124000e-05 	1.295042e-05 	-8.796863e-01 	1.227934e-05 	-5.345430e-01 
1.774780e-01 	1.245000e-05 	1.289484e-05 	-3.127298e-01 	1.223146e-05 	1.536378e-01 
1.777780e-01 	8.760000e-06 	1.283942e-05 	-3.055545e+00 	1.218368e-05 	-2.564382e+00 
1.780780e-01 	9.450000e-06 	1.278420e-05 	-2.176804e+00 	1.213615e-05 	-1.753712e+00 
1.783770e-01 	1.130000e-05 	1.272911e-05 	-8.926358e-01 	1.208861e-05 	-4.925737e-01 
1.786770e-01 	9.870000e-06 	1.267428e-05 	-2.191467e+00 	1.204140e-05 	-1.696887e+00 
1.789760e-01 	1.181000e-05 	1.261949e-05 	-5.735738e-01 	1.199406e-05 	-1.304184e-01 
1.792760e-01 	1.021000e-05 	1.256497e-05 	-1.529354e+00 	1.194709e-05 	-1.128098e+00 
1.795750e-01 	9.840000e-06 	1.251062e-05 	-1.791472e+00 	1.190015e-05 	-1.381965e+00 
1.798750e-01 	1.011000e-05 	1.245645e-05 	-9.501969e-01 	1.185341e-05 	-7.059951e-01 
1.801750e-01 	8.690000e-06 	1.240246e-05 	-2.185032e+00 	1.180681e-05 	-1.834452e+00 
1.804740e-01 	1.019000e-05 	1.234864e-05 	-1.503890e+00 	1.176033e-05 	-1.094023e+00 
1.807740e-01 	8.700000e-06 	1.229504e-05 	-2.701022e+00 	1.171402e-05 	-2.264489e+00 
1.810730e-01 	8.730000e-06 	1.224164e-05 	-2.634518e+00 	1.166784e-05 	-2.204038e+00 
1.813730e-01 	1.005000e-05 	1.218842e-05 	-1.423323e+00 	1.162187e-05 	-1.046232e+00 
1.816730e-01 	1.082000e-05 	1.213537e-05 	-4.389333e-01 	1.157597e-05 	-2.522630e-01 
1.819720e-01 	1.039000e-05 	1.208255e-05 	-1.133445e+00 	1.153028e-05 	-7.636086e-01 
1.822720e-01 	1.233000e-05 	1.203001e-05 	1.343776e-01 	1.148481e-05 	3.785968e-01 
1.825710e-01 	1.186000e-05 	1.197759e-05 	-8.755200e-02 	1.143943e-05 	3.131329e-01 
1.828710e-01 	7.710000e-06 	1.192543e-05 	-2.877319e+00 	1.139422e-05 	-2.514733e+00 
1.831710e-01 	1.163000e-05 	1.187344e-05 	-1.792234e-01 	1.134913e-05 	2.067800e-01 
1.834700e-01 	1.174000e-05 	1.182169e-05 	-5.561406e-02 	1.130428e-05 	2.966260e-01 
1.837700e-01 	1.159000e-05 	1.177017e-05 	-1.259001e-01 	1.125962e-05 	2.308586e-01 
1.840690e-01 	1.008000e-05 	1.171888e-05 	-1.162609e+00 	1.121510e-05 	-8.052302e-01 
1.843690e-01 	1.369000e-05 	1.166779e-05 	1.001305e+00 	1.117077e-05 	1.247404e+00 
1.846680e-01 	9.270000e-06 	1.161694e-05 	-1.214028e+00 	1.112654e-05 	-9.603531e-01 
1.849680e-01 	1.128000e-05 	1.156630e-05 	-1.800874e-01 	1.108252e-05 	1.242183e-01 
1.852680e-01 	6.980000e-06 	1.151595e-05 	-1.853082e+00 	1.103870e-05 	-1.658109e+00 
1.855670e-01 	1.025000e-05 	1.146580e-05 	-8.504471e-01 	1.099506e-05 	-5.211641e-01 
1.858670e-01 	7.960000e-06 	1.141598e-05 	-1.640979e+00 	1.095165e-05 	-1.420506e+00 
1.861660e-01 	1.045000e-05 	1.136632e-05 	-7.035956e-01 	1.090836e-05 	-3.519537e-01 
1.864660e-01 	7.680000e-06 	1.131691e-05 	-2.630869e+00 	1.086525e-05 	-2.304149e+00 
1.867660e-01 	1.123000e-05 	1.126778e-05 	-2.245543e-02 	1.082239e-05 	2.422812e-01 
1.870650e-01 	1.161000e-05 	1.121891e-05 	2.404094e-01 	1.077968e-05 	5.104089e-01 
1.873650e-01 	8.070000e-06 	1.117031e-05 	-4.008038e-01 	1.073723e-05 	-3.448160e-01 
1.876640e-01 	8.940000e-06 	1.112194e-05 	-1.584854e+00 	1.069495e-05 	-1.274712e+00 
1.879640e-01 	9.970000e-06 	1.107384e-05 	-6.594354e-01 	1.065284e-05 	-4.079292e-01 
1.882630e-01 	1.042000e-05 	1.102598e-05 	-3.418863e-01 	1.061091e-05 	-1.077070e-01 
1.885630e-01 	8.590000e-06 	1.097844e-05 	-2.313902e+00 	1.056922e-05 	-1.917457e+00 
1.888620e-01 	1.191000e-05 	1.093107e-05 	6.436106e-01 	1.052767e-05 	9.088247e-01 
1.891620e-01 	8.950000e-06 	1.088400e-05 	-5.497877e-01 	1.048635e-05 	-4.367449e-01 
1.894620e-01 	7.040000e-06 	1.083722e-05 	-2.905592e+00 	1.044522e-05 	-2.605639e+00 
1.897610e-01 	9.680000e-06 	1.079067e-05 	-5.431483e-01 	1.040430e-05 	-3.542033e-01 
1.900610e-01 	8.490000e-06 	1.074433e-05 	-1.324742e+00 	1.036349e-05 	-1.100946e+00 
1.903600e-01 	6.000000e-06 	1.069825e-05 	-3.371560e+00 	1.032287e-05 	-3.102178e+00 
1.906600e-01 	9.340000e-06 	1.065242e-05 	-9.894786e-01 	1.028245e-05 	-7.105488e-01 
1.909590e-01 	1.143000e-05 	1.060688e-05 	2.907235e-01 	1.024230e-05 	4.194921e-01 
1.912590e-01 	9.390000e-06 	1.056146e-05 	-2.646256e-01 	1.020219e-05 	-1.834688e-01 
1.915590e-01 	9.130000e-06 	1.051628e-05 	-9.012319e-01 	1.016226e-05 	-6.710770e-01 
1.918580e-01 	8.370000e-06 	1.047139e-05 	-1.508042e+00 	1.012254e-05 	-1.257692e+00 
1.921580e-01 	8.080000e-06 	1.042661e-05 	-1.531292e+00 	1.008291e-05 	-1.307010e+00 
1.924570e-01 	8.370000e-06 	1.038207e-05 	-1.295416e+00 	1.004346e-05 	-1.077408e+00 
1.927570e-01 	8.870000e-06 	1.033772e-05 	-1.155845e+00 	1.000416e-05 	-8.931600e-01 
1.930560e-01 	9.220000e-06 	1.029359e-05 	-6.186020e-01 	9.964990e-06 	-4.292649e-01 
1.933560e-01 	9.130000e-06 	1.024959e-05 	-9.493867e-01 	9.925985e-06 	-6.749753e-01 
1.936550e-01 	9.360000e-06 	1.020580e-05 	-5.653918e-01 	9.887081e-06 	-3.523371e-01 
1.939550e-01 	6.910000e-06 	1.016218e-05 	-1.640024e+00 	9.848339e-06 	-1.481760e+00 
1.942540e-01 	1.001000e-05 	1.011864e-05 	-3.654368e-02 	9.809612e-06 	6.740754e-02 
1.945540e-01 	6.830000e-06 	1.007527e-05 	-2.126165e+00 	9.771006e-06 	-1.926823e+00 
1.948540e-01 	6.610000e-06 	1.003210e-05 	-7.827565e-01 	9.732616e-06 	-7.142530e-01 
1.951530e-01 	8.630000e-06 	9.988939e-06 	-1.036835e+00 	9.694146e-06 	-8.119158e-01 
1.954530e-01 	6.750000e-06 	9.945991e-06 	-1.717107e+00 	9.655899e-06 	-1.561249e+00 
1.957520e-01 	7.050000e-06 	9.903141e-06 	-2.098995e-01 	9.617717e-06 	-1.889015e-01 
1.960520e-01 	7.340000e-06 	9.860394e-06 	-1.697698e+00 	9.579517e-06 	-1.508504e+00 
1.963510e-01 	6.060000e-06 	9.817741e-06 	-1.743785e+00 	9.541543e-06 	-1.615615e+00 
1.966510e-01 	9.110000e-06 	9.775174e-06 	-4.540762e-01 	9.503507e-06 	-2.686244e-01 
1.969500e-01 	6.920000e-06 	9.732744e-06 	-5.883122e-01 	9.465601e-06 	-5.324367e-01 
1.972500e-01 	7.390000e-06 	9.690304e-06 	-1.231310e+00 	9.427742e-06 	-1.090766e+00 
1.975490e-01 	6.040000e-06 	9.647974e-06 	-2.212456e+00 	9.389970e-06 	-2.054245e+00 
1.978490e-01 	8.840000e-06 	9.605738e-06 	-4.496595e-01 	9.352197e-06 	-3.007740e-01 
1.981490e-01 	5.270000e-06 	9.563496e-06 	-1.949966e+00 	9.314480e-06 	-1.836871e+00 
1.984480e-01 	6.700000e-06 	9.521405e-06 	-2.141104e+00 	9.276853e-06 	-1.955518e+00 
1.987480e-01 	6.880000e-06 	9.479253e-06 	-7.482262e-01 	9.239188e-06 	-6.791207e-01 
1.990470e-01 	5.830000e-06 	9.437163e-06 	-2.048208e+00 	9.201535e-06 	-1.914414e+00 
1.993470e-01 	9.930000e-06 	9.395078e-06 	3.937915e-01 	9.163931e-06 	5.639534e-01 
1.996460e-01 	7.910000e-06 	9.353037e-06 	-4.786104e-01 	9.126350e-06 	-4.034256e-01 
1.999460e-01 	8.840000e-06 	9.310992e-06 	-2.340889e-01 	9.088709e-06 	-1.236117e-01 
